32
10110000100011100101100100100000
MMSE:10110000100011100101100100100000
0 0.06267414655550622
0 1 0.3979426690826323
0 2 0.7958853381652646
0 3 1.5917706763305293
0 4 0.0
0 5 0.0
0 6 0.0
0 7 0.0
0 8 -0.06106414731690487
0 9 -0.12212829463380974
0 10 -0.24425658926761948
0 11 -0.48851317853523896
0 12 -0.06840374592257152
0 13 -0.13680749184514304
0 14 -0.2736149836902861
0 15 -0.5472299673805722
0 16 0.026812337834965734
0 17 0.05362467566993147
0 18 0.10724935133986294
0 19 0.21449870267972587
0 20 0.04497230850025535
0 21 0.0899446170005107
0 22 0.1798892340010214
0 23 0.3597784680020428
0 24 -0.12138705320620008
0 25 -0.24277410641240016
0 26 -0.4855482128248003
0 27 -0.9710964256496006
0 28 -0.005890325299528591
0 29 -0.011780650599057182
0 30 -0.023561301198114365
0 31 -0.04712260239622873
1 0.3243196276523286
1 2 1.5917706763305293
1 3 3.1835413526610585
1 4 0.0
1 5 0.0
1 6 0.0
1 7 0.0
1 8 -0.12212829463380974
1 9 -0.24425658926761948
1 10 -0.48851317853523896
1 11 -0.9770263570704779
1 12 -0.13680749184514304
1 13 -0.2736149836902861
1 14 -0.5472299673805722
1 15 -1.0944599347611443
1 16 0.05362467566993147
1 17 0.10724935133986294
1 18 0.21449870267972587
1 19 0.42899740535945174
1 20 0.0899446170005107
1 21 0.1798892340010214
1 22 0.3597784680020428
1 23 0.7195569360040855
1 24 -0.24277410641240016
1 25 -0.4855482128248003
1 26 -0.9710964256496006
1 27 -1.9421928512992013
1 28 -0.011780650599057182
1 29 -0.023561301198114365
1 30 -0.04712260239622873
1 31 -0.09424520479245746
2 1.4445245934699216
2 3 6.367082705322117
2 4 0.0
2 5 0.0
2 6 0.0
2 7 0.0
2 8 -0.24425658926761948
2 9 -0.48851317853523896
2 10 -0.9770263570704779
2 11 -1.9540527141409558
2 12 -0.2736149836902861
2 13 -0.5472299673805722
2 14 -1.0944599347611443
2 15 -2.1889198695222887
2 16 0.10724935133986294
2 17 0.21449870267972587
2 18 0.42899740535945174
2 19 0.8579948107189035
2 20 0.1798892340010214
2 21 0.3597784680020428
2 22 0.7195569360040855
2 23 1.439113872008171
2 24 -0.4855482128248003
2 25 -0.9710964256496006
2 26 -1.9421928512992013
2 27 -3.8843857025984025
2 28 -0.023561301198114365
2 29 -0.04712260239622873
2 30 -0.09424520479245746
2 31 -0.18849040958491492
3 6.072590539600902
3 4 0.0
3 5 0.0
3 6 0.0
3 7 0.0
3 8 -0.48851317853523896
3 9 -0.9770263570704779
3 10 -1.9540527141409558
3 11 -3.9081054282819117
3 12 -0.5472299673805722
3 13 -1.0944599347611443
3 14 -2.1889198695222887
3 15 -4.377839739044577
3 16 0.21449870267972587
3 17 0.42899740535945174
3 18 0.8579948107189035
3 19 1.715989621437807
3 20 0.3597784680020428
3 21 0.7195569360040855
3 22 1.439113872008171
3 23 2.878227744016342
3 24 -0.9710964256496006
3 25 -1.9421928512992013
3 26 -3.8843857025984025
3 27 -7.768771405196805
3 28 -0.04712260239622873
3 29 -0.09424520479245746
3 30 -0.18849040958491492
3 31 -0.37698081916982984
4 0.7989819766850729
4 5 0.3979426690826323
4 6 0.7958853381652646
4 7 1.5917706763305293
4 8 0.06840374592257151
4 9 0.13680749184514301
4 10 0.27361498369028603
4 11 0.5472299673805721
4 12 -0.06106414731690485
4 13 -0.1221282946338097
4 14 -0.2442565892676194
4 15 -0.4885131785352388
4 16 -0.04497230850025535
4 17 -0.0899446170005107
4 18 -0.1798892340010214
4 19 -0.3597784680020428
4 20 0.026812337834965737
4 21 0.053624675669931475
4 22 0.10724935133986295
4 23 0.2144987026797259
4 24 0.005890325299528581
4 25 0.011780650599057162
4 26 0.023561301198114323
4 27 0.04712260239622865
4 28 -0.12138705320620008
4 29 -0.24277410641240016
4 30 -0.4855482128248003
4 31 -0.9710964256496006
5 1.7969352879114617
5 6 1.5917706763305293
5 7 3.1835413526610585
5 8 0.13680749184514301
5 9 0.27361498369028603
5 10 0.5472299673805721
5 11 1.0944599347611441
5 12 -0.1221282946338097
5 13 -0.2442565892676194
5 14 -0.4885131785352388
5 15 -0.9770263570704776
5 16 -0.0899446170005107
5 17 -0.1798892340010214
5 18 -0.3597784680020428
5 19 -0.7195569360040855
5 20 0.053624675669931475
5 21 0.10724935133986295
5 22 0.2144987026797259
5 23 0.4289974053594518
5 24 0.011780650599057162
5 25 0.023561301198114323
5 26 0.04712260239622865
5 27 0.0942452047924573
5 28 -0.24277410641240016
5 29 -0.4855482128248003
5 30 -0.9710964256496006
5 31 -1.9421928512992013
6 4.389755913988188
6 7 6.367082705322117
6 8 0.27361498369028603
6 9 0.5472299673805721
6 10 1.0944599347611441
6 11 2.1889198695222882
6 12 -0.2442565892676194
