32
11000110000010110100100100111100
MMSE:01000111000010100100101100010101
0 1.3284381320783067
0 1 0.7912515046151092
0 2 1.5825030092302184
0 3 3.1650060184604367
0 4 0.0
0 5 0.0
0 6 0.0
0 7 0.0
0 8 0.052394189631161256
0 9 0.10478837926232251
0 10 0.20957675852464502
0 11 0.41915351704929005
0 12 -0.13799918691685506
0 13 -0.2759983738337101
0 14 -0.5519967476674202
0 15 -1.1039934953348405
0 16 0.05114608626819894
0 17 0.10229217253639789
0 18 0.20458434507279577
0 19 0.40916869014559154
0 20 -0.21772992673602454
0 21 -0.4354598534720491
0 22 -0.8709197069440981
0 23 -1.7418394138881963
0 24 -0.00106309009342637
0 25 -0.00212618018685274
0 26 -0.00425236037370548
0 27 -0.00850472074741096
0 28 -0.02327018547987513
0 29 -0.04654037095975026
0 30 -0.09308074191950053
0 31 -0.18616148383900105
1 3.0525020164641683
1 2 3.1650060184604367
1 3 6.330012036920873
1 4 0.0
1 5 0.0
1 6 0.0
1 7 0.0
1 8 0.10478837926232251
1 9 0.20957675852464502
1 10 0.41915351704929005
1 11 0.8383070340985801
1 12 -0.2759983738337101
1 13 -0.5519967476674202
1 14 -1.1039934953348405
1 15 -2.207986990669681
1 16 0.10229217253639789
1 17 0.20458434507279577
1 18 0.40916869014559154
1 19 0.8183373802911831
1 20 -0.4354598534720491
1 21 -0.8709197069440981
1 22 -1.7418394138881963
1 23 -3.4836788277763926
1 24 -0.00212618018685274
1 25 -0.00425236037370548
1 26 -0.00850472074741096
1 27 -0.01700944149482192
1 28 -0.04654037095975026
1 29 -0.09308074191950053
1 30 -0.18616148383900105
1 31 -0.3723229676780021
2 7.687507042158555
2 3 12.660024073841747
2 4 0.0
2 5 0.0
2 6 0.0
2 7 0.0
2 8 0.20957675852464502
2 9 0.41915351704929005
2 10 0.8383070340985801
2 11 1.6766140681971602
2 12 -0.5519967476674202
2 13 -1.1039934953348405
2 14 -2.207986990669681
2 15 -4.415973981339362
2 16 0.20458434507279577
2 17 0.40916869014559154
2 18 0.8183373802911831
2 19 1.6366747605823662
2 20 -0.8709197069440981
2 21 -1.7418394138881963
2 22 -3.4836788277763926
2 23 -6.967357655552785
2 24 -0.00425236037370548
2 25 -0.00850472074741096
2 26 -0.01700944149482192
2 27 -0.03401888298964384
2 28 -0.09308074191950053
2 29 -0.18616148383900105
2 30 -0.3723229676780021
2 31 -0.7446459353560042
3 21.705026121237985
3 4 0.0
3 5 0.0
3 6 0.0
3 7 0.0
3 8 0.41915351704929005
3 9 0.8383070340985801
3 10 1.6766140681971602
3 11 3.3532281363943204
3 12 -1.1039934953348405
3 13 -2.207986990669681
3 14 -4.415973981339362
3 15 -8.831947962678724
3 16 0.40916869014559154
3 17 0.8183373802911831
3 18 1.6366747605823662
3 19 3.2733495211647323
3 20 -1.7418394138881963
3 21 -3.4836788277763926
3 22 -6.967357655552785
3 23 -13.93471531110557
3 24 -0.00850472074741096
3 25 -0.01700944149482192
3 26 -0.03401888298964384
3 27 -0.06803776597928768
3 28 -0.18616148383900105
3 29 -0.3723229676780021
3 30 -0.7446459353560042
3 31 -1.4892918707120084
4 -8.694685914560536
4 5 0.7912515046151094
4 6 1.5825030092302188
4 7 3.1650060184604376
4 8 0.13799918691685506
4 9 0.2759983738337101
