24
110011101100010100110100
MMSE:010011111101110100010101
0 1.088212204411679
0 1 0.6994508916911809
0 2 1.3989017833823618
0 3 0.0
0 4 0.0
0 5 0.0
0 6 0.1871500796975685
0 7 0.374300159395137
0 8 0.748600318790274
0 9 -0.14789936382681151
0 10 -0.29579872765362303
0 11 -0.5915974553072461
0 12 0.10902514784772831
0 13 0.21805029569545661
0 14 0.43610059139091323
0 15 -0.20888012823597168
0 16 -0.41776025647194337
0 17 -0.8355205129438867
0 18 -0.28188640965831363
0 19 -0.5637728193166273
0 20 -1.1275456386332545
0 21 -0.21516604819201687
0 22 -0.43033209638403375
0 23 -0.8606641927680675
1 2.5261498546689487
1 2 2.7978035667647236
1 3 0.0
1 4 0.0
1 5 0.0
1 6 0.374300159395137
1 7 0.748600318790274
1 8 1.497200637580548
1 9 -0.29579872765362303
1 10 -0.5915974553072461
1 11 -1.1831949106144921
1 12 0.21805029569545661
1 13 0.43610059139091323
1 14 0.8722011827818265
1 15 -0.41776025647194337
1 16 -0.8355205129438867
1 17 -1.6710410258877735
1 18 -0.5637728193166273
1 19 -1.1275456386332545
1 20 -2.255091277266509
1 21 -0.43033209638403375
1 22 -0.8606641927680675
1 23 -1.721328385536135
2 6.4512014927202594
2 3 0.0
2 4 0.0
2 5 0.0
2 6 0.748600318790274
2 7 1.497200637580548
2 8 2.994401275161096
2 9 -0.5915974553072461
2 10 -1.1831949106144921
2 11 -2.3663898212289842
2 12 0.43610059139091323
2 13 0.8722011827818265
2 14 1.744402365563653
2 15 -0.8355205129438867
2 16 -1.6710410258877735
2 17 -3.342082051775547
2 18 -1.1275456386332545
2 19 -2.255091277266509
2 20 -4.510182554533018
2 21 -0.8606641927680675
2 22 -1.721328385536135
2 23 -3.44265677107227
3 -4.540178467813475
3 4 0.6994508916911808
3 5 1.3989017833823616
3 6 0.14789936382681151
3 7 0.29579872765362303
3 8 0.5915974553072461
3 9 0.1871500796975685
3 10 0.374300159395137
3 11 0.748600318790274
3 12 0.2088801282359717
3 13 0.4177602564719434
3 14 0.8355205129438869
3 15 0.1090251478477283
3 16 0.2180502956954566
3 17 0.4361005913909132
3 18 0.21516604819201682
3 19 0.43033209638403364
3 20 0.8606641927680673
3 21 -0.28188640965831363
3 22 -0.5637728193166273
3 23 -1.1275456386332545
4 -8.730631489781361
4 5 2.797803566764723
4 6 0.29579872765362303
4 7 0.5915974553072461
4 8 1.1831949106144921
4 9 0.374300159395137
4 10 0.748600318790274
4 11 1.497200637580548
4 12 0.4177602564719434
4 13 0.8355205129438869
4 14 1.6710410258877737
4 15 0.2180502956954566
4 16 0.4361005913909132
4 17 0.8722011827818263
4 18 0.43033209638403364
4 19 0.8606641927680673
4 20 1.7213283855361345
4 21 -0.5637728193166273
4 22 -1.1275456386332545
4 23 -2.255091277266509
5 -16.06236119618036
5 6 0.5915974553072461
5 7 1.1831949106144921
5 8 2.3663898212289842
5 9 0.748600318790274
5 10 1.497200637580548
5 11 2.994401275161096
5 12 0.8355205129438869
5 13 1.6710410258877737
5 14 3.3420820517755474
5 15 0.4361005913909132
5 16 0.8722011827818263
5 17 1.7444023655636527
5 18 0.8606641927680673
5 19 1.7213283855361345
5 20 3.442656771072269
5 21 -1.1275456386332545
5 22 -2.255091277266509
5 23 -4.510182554533018
6 -5.919444030325218
6 7 1.7728079913349932
6 8 3.5456159826699865
6 9 0.0
6 10 0.0
6 11 0.0
6 12 0.2742484244696487
6 13 0.5484968489392974
6 14 1.0969936978785948
