400
1100111011000101001101001111110110110001100110010110101100110000110100100000001111010000000001101100100111111111001101000011100111000100011110001010110101000110101011101100101000001101101110101111001010111000000100100011100001100010011100100111110000001011111011111011010110000111111011111011100010000010101100000110001001001100010100001000010010111010111110110100000100010011000000001011010001101000
0 -99.1146938835792
0 1 150.4438622867106
0 2 4.440892098500626e-15
0 3 8.881784197001252e-15
0 4 -0.7880368295639193
0 5 -1.5760736591278386
0 6 8.035746239428635
0 7 16.07149247885727
0 8 -1.5009927602637974
0 9 -3.0019855205275947
0 10 -2.7851241587556497
0 11 -5.570248317511299
0 12 -7.233843465636694
0 13 -14.467686931273388
0 14 11.293666407289694
0 15 22.587332814579387
0 16 2.099363041804522
0 17 4.198726083609044
0 18 -5.854406560421412
0 19 -11.708813120842825
0 20 2.260245640539155
0 21 4.52049128107831
0 22 0.7524677026614937
0 23 1.5049354053229873
0 24 -0.10718943057612623
0 25 -0.21437886115225246
0 26 1.3828913851836284
0 27 2.765782770367257
0 28 -0.624019898564478
0 29 -1.248039797128956
0 30 -13.694386739350175
0 31 -27.38877347870035
0 32 -5.896888367422159
0 33 -11.793776734844318
0 34 -2.05001856724566
0 35 -4.10003713449132
0 36 -2.24127682349017
0 37 -4.48255364698034
0 38 12.119375100270437
0 39 24.238750200540874
0 40 1.032156476350849
0 41 2.064312952701698
0 42 -4.58228352500897
0 43 -9.16456705001794
0 44 -2.365999207692038
0 45 -4.731998415384076
0 46 -4.503882039599276
0 47 -9.007764079198552
0 48 -7.525773992646025
0 49 -15.05154798529205
0 50 -0.9086297022776408
0 51 -1.8172594045552817
0 52 -2.7894217600318614
0 53 -5.578843520063723
0 54 3.6057126086174502
0 55 7.2114252172349005
0 56 -5.429515086646498
0 57 -10.859030173292997
0 58 5.7343233683000046
0 59 11.468646736600009
0 60 0.5024489216651138
0 61 1.0048978433302276
0 62 2.8009930666805736
0 63 5.601986133361147
0 64 6.391934304083884
0 65 12.783868608167769
0 66 -6.038218213953884
0 67 -12.076436427907767
0 68 -3.1918608645294273
0 69 -6.383721729058855
0 70 -13.952294135942712
0 71 -27.904588271885423
0 72 -3.0329776145099596
0 73 -6.065955229019919
0 74 0.012716927265306932
0 75 0.025433854530613864
0 76 -6.011878134794208
0 77 -12.023756269588416
0 78 -2.973542585691397
0 79 -5.947085171382794
0 80 3.3534453573478245
0 81 6.706890714695649
0 82 6.693473698435459
0 83 13.386947396870918
0 84 -1.7568007446394482
0 85 -3.5136014892788965
0 86 -2.385004462180999
0 87 -4.770008924361998
0 88 4.789559169876942
0 89 9.579118339753885
0 90 1.3296926892444576
0 91 2.659385378488915
0 92 -5.101739417612877
0 93 -10.203478835225754
0 94 -5.128775141835883
0 95 -10.257550283671765
0 96 -2.686774490786533
0 97 -5.373548981573066
0 98 1.5638536309541802
0 99 3.1277072619083603
0 100 -7.211729096216566
0 101 -14.423458192433133
0 102 9.905491267053034
0 103 19.810982534106067
0 104 2.3452850660738114
0 105 4.690570132147623
0 106 11.228665270743313
0 107 22.457330541486627
0 108 -5.207298242599976
0 109 -10.414596485199953
0 110 -3.7405946448658227
0 111 -7.481189289731645
0 112 2.440357141387311
0 113 4.880714282774622
0 114 -9.470941394934593
0 115 -18.941882789869187
0 116 0.230492860048086
0 117 0.460985720096172
0 118 -0.4564288679392765
0 119 -0.912857735878553
0 120 -1.9393010020920942
0 121 -3.8786020041841884
0 122 7.882208782939809
0 123 15.764417565879619
0 124 0.22113454589893244
0 125 0.4422690917978649
0 126 -5.298716350358314
0 127 -10.597432700716627
0 128 -0.9668965443112113
0 129 -1.9337930886224226
0 130 6.9701988392371845
0 131 13.940397678474369
0 132 -4.092878750037396
0 133 -8.185757500074793
0 134 6.7231475220991666
0 135 13.446295044198333
0 136 -8.646906879358491
0 137 -17.293813758716983
