32
10011000111111111000101111111100
MMSE:10011000111111111000101111111100
0 -4.131774362907793
0 1 0.4110915952274967
0 2 0.8221831904549934
0 3 1.6443663809099869
0 4 0.0
0 5 0.0
0 6 0.0
0 7 0.0
0 8 0.13496995495257308
0 9 0.26993990990514616
0 10 0.5398798198102923
0 11 1.0797596396205846
0 12 -0.023642318689416925
0 13 -0.04728463737883385
0 14 -0.0945692747576677
0 15 -0.1891385495153354
0 16 -0.04368775823773214
0 17 -0.08737551647546428
0 18 -0.17475103295092856
0 19 -0.3495020659018571
0 20 0.0347125699417997
0 21 0.0694251398835994
0 22 0.1388502797671988
0 23 0.2777005595343976
0 24 0.09712964084084007
0 25 0.19425928168168013
0 26 0.38851856336336027
0 27 0.7770371267267205
0 28 -0.06000577082537259
0 29 -0.12001154165074518
0 30 -0.24002308330149036
0 31 -0.4800461666029807
1 -8.058002928201837
1 2 1.6443663809099869
1 3 3.2887327618199738
1 4 0.0
1 5 0.0
1 6 0.0
1 7 0.0
1 8 0.26993990990514616
1 9 0.5398798198102923
1 10 1.0797596396205846
1 11 2.1595192792411693
1 12 -0.04728463737883385
1 13 -0.0945692747576677
1 14 -0.1891385495153354
1 15 -0.3782770990306708
1 16 -0.08737551647546428
1 17 -0.17475103295092856
1 18 -0.3495020659018571
1 19 -0.6990041318037142
1 20 0.0694251398835994
1 21 0.1388502797671988
1 22 0.2777005595343976
1 23 0.5554011190687952
1 24 0.19425928168168013
1 25 0.38851856336336027
1 26 0.7770371267267205
1 27 1.554074253453441
1 28 -0.12001154165074518
1 29 -0.24002308330149036
1 30 -0.4800461666029807
1 31 -0.9600923332059614
2 -15.293822665948682
2 3 6.5774655236399475
2 4 0.0
2 5 0.0
2 6 0.0
2 7 0.0
2 8 0.5398798198102923
2 9 1.0797596396205846
2 10 2.1595192792411693
2 11 4.3190385584823385
2 12 -0.0945692747576677
2 13 -0.1891385495153354
2 14 -0.3782770990306708
2 15 -0.7565541980613416
2 16 -0.17475103295092856
2 17 -0.3495020659018571
2 18 -0.6990041318037142
2 19 -1.3980082636074285
2 20 0.1388502797671988
2 21 0.2777005595343976
2 22 0.5554011190687952
2 23 1.1108022381375904
2 24 0.38851856336336027
2 25 0.7770371267267205
2 26 1.554074253453441
2 27 3.108148506906882
2 28 -0.24002308330149036
2 29 -0.4800461666029807
2 30 -0.9600923332059614
2 31 -1.9201846664119229
3 -27.29891257007739
3 4 0.0
3 5 0.0
3 6 0.0
3 7 0.0
3 8 1.0797596396205846
3 9 2.1595192792411693
3 10 4.3190385584823385
3 11 8.638077116964677
3 12 -0.1891385495153354
3 13 -0.3782770990306708
3 14 -0.7565541980613416
3 15 -1.5131083961226832
3 16 -0.3495020659018571
3 17 -0.6990041318037142
3 18 -1.3980082636074285
3 19 -2.796016527214857
3 20 0.2777005595343976
3 21 0.5554011190687952
3 22 1.1108022381375904
3 23 2.2216044762751808
3 24 0.7770371267267205
3 25 1.554074253453441
3 26 3.108148506906882
3 27 6.216297013813764
3 28 -0.4800461666029807
3 29 -0.9600923332059614
3 30 -1.9201846664119229
3 31 -3.8403693328238457
4 -1.5414457657593865
4 5 0.4110915952274967
4 6 0.8221831904549934
4 7 1.6443663809099869
4 8 0.023642318689416943
4 9 0.047284637378833885
4 10 0.09456927475766777
4 11 0.18913854951533554
4 12 0.13496995495257308
4 13 0.26993990990514616
4 14 0.5398798198102923
4 15 1.0797596396205846
4 16 -0.034712569941799706
4 17 -0.06942513988359941
4 18 -0.13885027976719883
4 19 -0.27770055953439765
4 20 -0.04368775823773214
4 21 -0.08737551647546428
4 22 -0.17475103295092856
4 23 -0.3495020659018571
4 24 0.0600057708253726
4 25 0.1200115416507452
4 26 0.2400230833014904
4 27 0.4800461666029808
4 28 0.09712964084084007
4 29 0.19425928168168013
4 30 0.38851856336336027
4 31 0.7770371267267205
5 -2.877345733905025
5 6 1.6443663809099869
5 7 3.2887327618199738
5 8 0.047284637378833885
5 9 0.09456927475766777
5 10 0.18913854951533554
5 11 0.3782770990306711
5 12 0.26993990990514616
5 13 0.5398798198102923
5 14 1.0797596396205846
5 15 2.1595192792411693
5 16 -0.06942513988359941
5 17 -0.13885027976719883
5 18 -0.27770055953439765
5 19 -0.5554011190687953
5 20 -0.08737551647546428
5 21 -0.17475103295092856
5 22 -0.3495020659018571
5 23 -0.6990041318037142
5 24 0.1200115416507452
5 25 0.2400230833014904
5 26 0.4800461666029808
5 27 0.9600923332059615
5 28 0.19425928168168013
5 29 0.38851856336336027
5 30 0.7770371267267205
5 31 1.554074253453441
6 -4.932508277355057
6 7 6.5774655236399475
6 8 0.09456927475766777
6 9 0.18913854951533554
6 10 0.3782770990306711
6 11 0.7565541980613422
6 12 0.5398798198102923
6 13 1.0797596396205846
6 14 2.1595192792411693
6 15 4.3190385584823385
6 16 -0.13885027976719883
6 17 -0.27770055953439765
6 18 -0.5554011190687953
6 19 -1.1108022381375906
6 20 -0.17475103295092856
6 21 -0.3495020659018571
6 22 -0.6990041318037142
6 23 -1.3980082636074285
6 24 0.2400230833014904
6 25 0.4800461666029808
6 26 0.9600923332059615
6 27 1.920184666411923
6 28 0.38851856336336027
6 29 0.7770371267267205
6 30 1.554074253453441
6 31 3.108148506906882
7 -6.576283792890139
7 8 0.18913854951533554
7 9 0.3782770990306711
7 10 0.7565541980613422
7 11 1.5131083961226843
7 12 1.0797596396205846
7 13 2.1595192792411693
7 14 4.3190385584823385
7 15 8.638077116964677
7 16 -0.27770055953439765
7 17 -0.5554011190687953
7 18 -1.1108022381375906
7 19 -2.221604476275181
7 20 -0.3495020659018571
7 21 -0.6990041318037142
7 22 -1.3980082636074285
7 23 -2.796016527214857
7 24 0.4800461666029808
7 25 0.9600923332059615
7 26 1.920184666411923
7 27 3.840369332823846
7 28 0.7770371267267205
7 29 1.554074253453441
7 30 3.108148506906882
7 31 6.216297013813764
8 -4.001257303020879
8 9 0.517947318786494
8 10 1.035894637572988
8 11 2.071789275145976
8 12 0.0
8 13 0.0
8 14 0.0
8 15 0.0
8 16 -0.0972414440988036
8 17 -0.1944828881976072
8 18 -0.3889657763952144
8 19 -0.7779315527904288
8 20 0.02736928916966635
8 21 0.0547385783393327
8 22 0.1094771566786654
8 23 0.2189543133573308
8 24 0.10462778704148827
8 25 0.20925557408297654
8 26 0.4185111481659531
8 27 0.8370222963319062
8 28 -0.017617816070233806
8 29 -0.03523563214046761
8 30 -0.07047126428093523
8 31 -0.14094252856187045
9 -7.743540946648512
9 10 2.071789275145976
9 11 4.143578550291952
9 12 0.0
9 13 0.0
9 14 0.0
9 15 0.0
9 16 -0.1944828881976072
9 17 -0.3889657763952144
9 18 -0.7779315527904288
9 19 -1.5558631055808576
9 20 0.0547385783393327
9 21 0.1094771566786654
9 22 0.2189543133573308
9 23 0.4379086267146616
9 24 0.20925557408297654
9 25 0.4185111481659531
9 26 0.8370222963319062
9 27 1.6740445926638123
9 28 -0.03523563214046761
9 29 -0.07047126428093523
9 30 -0.14094252856187045
9 31 -0.2818850571237409
10 -14.451187255724035
10 11 8.287157100583904
10 12 0.0
10 13 0.0
10 14 0.0
10 15 0.0
10 16 -0.3889657763952144
10 17 -0.7779315527904288
10 18 -1.5558631055808576
10 19 -3.111726211161715
10 20 0.1094771566786654
10 21 0.2189543133573308
10 22 0.4379086267146616
10 23 0.8758172534293232
10 24 0.4185111481659531
10 25 0.8370222963319062
10 26 1.6740445926638123
10 27 3.3480891853276247
10 28 -0.07047126428093523
10 29 -0.14094252856187045
10 30 -0.2818850571237409
10 31 -0.5637701142474818
11 -24.758795961156117
11 12 0.0
11 13 0.0
11 14 0.0
11 15 0.0
11 16 -0.7779315527904288
11 17 -1.5558631055808576
11 18 -3.111726211161715
11 19 -6.22345242232343
11 20 0.2189543133573308
11 21 0.4379086267146616
11 22 0.8758172534293232
11 23 1.7516345068586463
11 24 0.8370222963319062
11 25 1.6740445926638123
11 26 3.3480891853276247
11 27 6.696178370655249
11 28 -0.14094252856187045
11 29 -0.2818850571237409
11 30 -0.5637701142474818
11 31 -1.1275402284949636
12 -1.266154153573857
12 13 0.517947318786494
12 14 1.035894637572988
12 15 2.071789275145976
12 16 -0.027369289169666362
12 17 -0.054738578339332725
12 18 -0.10947715667866545
12 19 -0.2189543133573309
12 20 -0.0972414440988036
12 21 -0.1944828881976072
12 22 -0.3889657763952144
12 23 -0.7779315527904288
12 24 0.017617816070233824
12 25 0.03523563214046765
12 26 0.0704712642809353
12 27 0.1409425285618706
12 28 0.10462778704148827
12 29 0.20925557408297654
12 30 0.4185111481659531
12 31 0.8370222963319062
13 -2.2733346477544667
13 14 2.071789275145976
13 15 4.143578550291952
13 16 -0.054738578339332725
13 17 -0.10947715667866545
13 18 -0.2189543133573309
13 19 -0.4379086267146618
13 20 -0.1944828881976072
13 21 -0.3889657763952144
13 22 -0.7779315527904288
13 23 -1.5558631055808576
13 24 0.03523563214046765
13 25 0.0704712642809353
13 26 0.1409425285618706
13 27 0.2818850571237412
13 28 0.20925557408297654
13 29 0.4185111481659531
13 30 0.8370222963319062
13 31 1.6740445926638123
14 -3.5107746579359453
14 15 8.287157100583904
14 16 -0.10947715667866545
14 17 -0.2189543133573309
14 18 -0.4379086267146618
14 19 -0.8758172534293236
14 20 -0.3889657763952144
14 21 -0.7779315527904288
14 22 -1.5558631055808576
14 23 -3.111726211161715
14 24 0.0704712642809353
14 25 0.1409425285618706
14 26 0.2818850571237412
14 27 0.5637701142474824
14 28 0.4185111481659531
14 29 0.8370222963319062
14 30 1.6740445926638123
14 31 3.3480891853276247
15 -2.8779707655799385
15 16 -0.2189543133573309
15 17 -0.4379086267146618
15 18 -0.8758172534293236
15 19 -1.7516345068586472
15 20 -0.7779315527904288
15 21 -1.5558631055808576
15 22 -3.111726211161715
15 23 -6.22345242232343
15 24 0.1409425285618706
15 25 0.2818850571237412
15 26 0.5637701142474824
15 27 1.1275402284949647
15 28 0.8370222963319062
15 29 1.6740445926638123
15 30 3.3480891853276247
15 31 6.696178370655249
16 1.154708129497851
16 17 0.15259738300121412
16 18 0.30519476600242823
16 19 0.6103895320048565
16 20 0.0
16 21 0.0
16 22 0.0
16 23 0.0
16 24 -0.035253974806288196
16 25 -0.07050794961257639
16 26 -0.14101589922515279
16 27 -0.28203179845030557
16 28 -0.003957373927879692
16 29 -0.007914747855759383
16 30 -0.015829495711518766
16 31 -0.03165899142303753
17 2.385714950496309
17 18 0.6103895320048565
17 19 1.220779064009713
17 20 0.0
17 21 0.0
17 22 0.0
17 23 0.0
17 24 -0.07050794961257639
17 25 -0.14101589922515279
17 26 -0.28203179845030557
17 27 -0.5640635969006111
17 28 -0.007914747855759383
17 29 -0.015829495711518766
17 30 -0.03165899142303753
17 31 -0.06331798284607507
18 5.0766246669950466
18 19 2.441558128019426
18 20 0.0
18 21 0.0
18 22 0.0
18 23 0.0
18 24 -0.14101589922515279
18 25 -0.28203179845030557
18 26 -0.5640635969006111
18 27 -1.1281271938012223
18 28 -0.015829495711518766
18 29 -0.03165899142303753
18 30 -0.06331798284607507
18 31 -0.12663596569215013
19 11.374028397999805
19 20 0.0
19 21 0.0
19 22 0.0
19 23 0.0
19 24 -0.28203179845030557
19 25 -0.5640635969006111
19 26 -1.1281271938012223
19 27 -2.2562543876024446
19 28 -0.03165899142303753
19 29 -0.06331798284607507
19 30 -0.12663596569215013
19 31 -0.25327193138430026
20 -0.0755976180312445
20 21 0.15259738300121412
20 22 0.30519476600242823
20 23 0.6103895320048565
20 24 0.003957373927879692
20 25 0.007914747855759383
20 26 0.015829495711518766
20 27 0.03165899142303753
20 28 -0.035253974806288196
20 29 -0.07050794961257639
20 30 -0.14101589922515279
20 31 -0.28203179845030557
21 -0.07489654456188194
21 22 0.6103895320048565
21 23 1.220779064009713
21 24 0.007914747855759383
21 25 0.015829495711518766
21 26 0.03165899142303753
21 27 0.06331798284607507
21 28 -0.07050794961257639
21 29 -0.14101589922515279
21 30 -0.28203179845030557
21 31 -0.5640635969006111
22 0.15540167687866435
22 23 2.441558128019426
22 24 0.015829495711518766
22 25 0.03165899142303753
22 26 0.06331798284607507
22 27 0.12663596569215013
22 28 -0.14101589922515279
22 29 -0.28203179845030557
22 30 -0.5640635969006111
22 31 -1.1281271938012223
23 1.5315824177670416
23 24 0.03165899142303753
23 25 0.06331798284607507
23 26 0.12663596569215013
23 27 0.25327193138430026
23 28 -0.28203179845030557
23 29 -0.5640635969006111
23 30 -1.1281271938012223
23 31 -2.2562543876024446
24 -2.8348622977319744
24 25 0.16960572000627305
24 26 0.3392114400125461
24 27 0.6784228800250922
24 28 0.0
24 29 0.0
24 30 0.0
24 31 0.0
25 -5.584921735460812
25 26 0.6784228800250922
25 27 1.3568457600501844
25 28 0.0
25 29 0.0
25 30 0.0
25 31 0.0
26 -10.830632030909078
26 27 2.713691520100369
26 28 0.0
26 29 0.0
26 30 0.0
26 31 0.0
27 -20.30441830176797
27 28 0.0
27 29 0.0
27 30 0.0
27 31 0.0
28 0.12287171869985025
28 29 0.16960572000627303
28 30 0.33921144001254605
28 31 0.6784228800250921
29 0.33054629740283703
29 30 0.6784228800250921
29 31 1.3568457600501842
30 1.0003040348182202
30 31 2.7136915201003684
31 3.3574538296866243
