40
1100111011000101001101001111110110110001
0 -10.630055048091577
0 1 18.722365461311128
0 2 2.220446049250313e-16
0 3 4.440892098500626e-16
0 4 3.5705706862529087
0 5 7.1411413725058175
0 6 -0.08960992767114861
0 7 -0.17921985534229723
0 8 -0.14032785330765551
0 9 -0.28065570661531103
0 10 -0.35822887220781174
0 11 -0.7164577444156235
0 12 1.2866397213473815
0 13 2.573279442694763
0 14 -2.51781500048093
0 15 -5.03563000096186
0 16 0.4544531088881083
0 17 0.9089062177762166
0 18 0.019514460291651492
0 19 0.039028920583302984
0 20 -2.189392058767841
0 21 -4.378784117535682
0 22 1.1450332666062124
0 23 2.290066533212425
0 24 1.3141747444786838
0 25 2.6283494889573675
0 26 0.7553874423679698
0 27 1.5107748847359397
0 28 -3.8080354935842644
0 29 -7.616070987168529
0 30 -0.8425058588835854
0 31 -1.6850117177671708
0 32 0.15887398784815693
0 33 0.31774797569631386
0 34 -1.7624884320087657
0 35 -3.5249768640175314
0 36 0.16061550162314076
0 37 0.3212310032462815
0 38 2.12270721448368
0 39 4.24541442896736
1 -11.898927365527591
1 2 4.440892098500626e-16
1 3 8.881784197001252e-16
1 4 7.1411413725058175
1 5 14.282282745011635
1 6 -0.17921985534229723
1 7 -0.35843971068459446
1 8 -0.28065570661531103
1 9 -0.5613114132306221
1 10 -0.7164577444156235
1 11 -1.432915488831247
1 12 2.573279442694763
1 13 5.146558885389526
1 14 -5.03563000096186
1 15 -10.07126000192372
1 16 0.9089062177762166
1 17 1.8178124355524332
1 18 0.039028920583302984
1 19 0.07805784116660597
1 20 -4.378784117535682
1 21 -8.757568235071364
1 22 2.290066533212425
1 23 4.58013306642485
1 24 2.6283494889573675
1 25 5.256698977914735
1 26 1.5107748847359397
1 27 3.0215497694718794
1 28 -7.616070987168529
1 29 -15.232141974337058
1 30 -1.6850117177671708
1 31 -3.3700234355343417
1 32 0.31774797569631386
1 33 0.6354959513926277
1 34 -3.5249768640175314
1 35 -7.049953728035063
1 36 0.3212310032462815
1 37 0.642462006492563
1 38 4.24541442896736
1 39 8.49082885793472
2 -9.347809832351636
2 3 18.722365461311128
2 4 0.08960992767114928
2 5 0.17921985534229856
2 6 3.5705706862529087
2 7 7.1411413725058175
2 8 0.35822887220781163
2 9 0.7164577444156233
2 10 -0.1403278533076554
2 11 -0.2806557066153108
2 12 2.51781500048093
2 13 5.03563000096186
2 14 1.2866397213473815
2 15 2.573279442694763
2 16 -0.019514460291651714
2 17 -0.03902892058330343
2 18 0.4544531088881081
2 19 0.9089062177762162
2 20 -1.1450332666062126
2 21 -2.2900665332124253
2 22 -2.189392058767841
2 23 -4.378784117535682
2 24 -0.7553874423679698
2 25 -1.5107748847359397
2 26 1.314174744478683
2 27 2.628349488957366
2 28 0.8425058588835849
2 29 1.6850117177671697
2 30 -3.8080354935842644
2 31 -7.616070987168529
2 32 1.7624884320087657
2 33 3.5249768640175314
2 34 0.1588739878481572
2 35 0.3177479756963144
2 36 -2.12270721448368
2 37 -4.24541442896736
2 38 0.16061550162314087
2 39 0.32123100324628173
3 -9.334436934047712
3 4 0.17921985534229856
3 5 0.3584397106845971
3 6 7.1411413725058175
3 7 14.282282745011635
3 8 0.7164577444156233
3 9 1.4329154888312465
3 10 -0.2806557066153108
3 11 -0.5613114132306216
3 12 5.03563000096186
3 13 10.07126000192372
3 14 2.573279442694763
3 15 5.146558885389526
3 16 -0.03902892058330343
3 17 -0.07805784116660686
3 18 0.9089062177762162
3 19 1.8178124355524323
3 20 -2.2900665332124253
3 21 -4.5801330664248505
3 22 -4.378784117535682
3 23 -8.757568235071364
3 24 -1.5107748847359397
3 25 -3.0215497694718794
3 26 2.628349488957366
3 27 5.256698977914732
3 28 1.6850117177671697
3 29 3.3700234355343395
3 30 -7.616070987168529
3 31 -15.232141974337058
3 32 3.5249768640175314
3 33 7.049953728035063
3 34 0.3177479756963144
3 35 0.6354959513926288
3 36 -4.24541442896736
3 37 -8.49082885793472
3 38 0.32123100324628173
3 39 0.6424620064925635
4 -26.39905895866792
4 5 18.27550325139304
4 6 5.551115123125783e-16
4 7 1.1102230246251565e-15
4 8 1.4891794127967133
4 9 2.9783588255934266
4 10 2.6575267232612374
4 11 5.315053446522475
4 12 0.4038179460991041
4 13 0.8076358921982082
4 14 -0.18266283942271855
4 15 -0.3653256788454371
4 16 -0.9442796025645354
4 17 -1.8885592051290707
4 18 -3.0026325713612065
4 19 -6.005265142722413
4 20 -1.1338761438559455
4 21 -2.267752287711891
4 22 -1.9693867944869043
4 23 -3.9387735889738087
4 24 -0.2881829560809972
4 25 -0.5763659121619944
4 26 0.9590009803434882
4 27 1.9180019606869765
4 28 -0.380119710507676
4 29 -0.760239421015352
4 30 0.8954265460958544
4 31 1.7908530921917087
4 32 0.30758352386999793
4 33 0.6151670477399959
4 34 -3.206203261717956
4 35 -6.412406523435912
4 36 3.6666638130170277
4 37 7.333327626034055
4 38 3.4111400539199828
4 39 6.8222801078399655
5 -43.66036629163932
5 6 1.1102230246251565e-15
5 7 2.220446049250313e-15
5 8 2.9783588255934266
5 9 5.956717651186853
5 10 5.315053446522475
5 11 10.63010689304495
5 12 0.8076358921982082
5 13 1.6152717843964164
5 14 -0.3653256788454371
5 15 -0.7306513576908742
5 16 -1.8885592051290707
5 17 -3.7771184102581414
5 18 -6.005265142722413
5 19 -12.010530285444826
5 20 -2.267752287711891
5 21 -4.535504575423782
5 22 -3.9387735889738087
5 23 -7.877547177947617
5 24 -0.5763659121619944
5 25 -1.1527318243239888
5 26 1.9180019606869765
5 27 3.836003921373953
5 28 -0.760239421015352
5 29 -1.520478842030704
5 30 1.7908530921917087
5 31 3.5817061843834175
5 32 0.6151670477399959
5 33 1.2303340954799917
5 34 -6.412406523435912
5 35 -12.824813046871824
5 36 7.333327626034055
5 37 14.66665525206811
5 38 6.8222801078399655
5 39 13.644560215679931
6 -22.136788739034767
6 7 18.275503251393037
6 8 -2.6575267232612374
6 9 -5.315053446522475
6 10 1.489179412796713
6 11 2.978358825593426
6 12 0.18266283942271855
6 13 0.3653256788454371
6 14 0.4038179460991038
6 15 0.8076358921982076
6 16 3.0026325713612065
6 17 6.005265142722413
6 18 -0.9442796025645352
6 19 -1.8885592051290705
6 20 1.9693867944869041
6 21 3.9387735889738082
6 22 -1.1338761438559455
