40
1110000001111111111101100110111001010000
0 -32.43580055531918
0 1 20.045140245161456
0 2 4.440892098500626e-16
0 3 8.881784197001252e-16
0 4 1.32894277043485
0 5 2.6578855408697
0 6 -4.587143148420614
0 7 -9.174286296841228
0 8 2.0630423178777133
0 9 4.126084635755427
0 10 0.2684205311071456
0 11 0.5368410622142912
0 12 4.774138135377454
0 13 9.548276270754908
0 14 0.5230998447917214
0 15 1.046199689583443
0 16 0.8694167825113639
0 17 1.7388335650227278
0 18 3.048374653655867
0 19 6.096749307311734
0 20 0.6752274196577589
0 21 1.3504548393155178
0 22 1.6108443708350535
0 23 3.221688741670107
0 24 1.3625007690581943
0 25 2.7250015381163886
0 26 -0.16536666491844998
0 27 -0.33073332983689996
0 28 -1.446810874941289
0 29 -2.893621749882578
0 30 2.2718194757445445
0 31 4.543638951489089
0 32 0.19879975409924477
0 33 0.39759950819848955
0 34 0.892126410364288
0 35 1.784252820728576
0 36 -0.6404101020048607
0 37 -1.2808202040097214
0 38 -2.3665480329336046
0 39 -4.733096065867209
1 -54.84903098805764
1 2 8.881784197001252e-16
1 3 1.7763568394002505e-15
1 4 2.6578855408697
1 5 5.3157710817394
1 6 -9.174286296841228
1 7 -18.348572593682455
1 8 4.126084635755427
1 9 8.252169271510853
1 10 0.5368410622142912
1 11 1.0736821244285824
1 12 9.548276270754908
1 13 19.096552541509816
1 14 1.046199689583443
1 15 2.092399379166886
1 16 1.7388335650227278
1 17 3.4776671300454556
1 18 6.096749307311734
1 19 12.193498614623469
1 20 1.3504548393155178
1 21 2.7009096786310356
1 22 3.221688741670107
1 23 6.443377483340214
1 24 2.7250015381163886
1 25 5.450003076232777
1 26 -0.33073332983689996
1 27 -0.6614666596737999
1 28 -2.893621749882578
1 29 -5.787243499765156
1 30 4.543638951489089
1 31 9.087277902978178
1 32 0.39759950819848955
1 33 0.7951990163969791
1 34 1.784252820728576
1 35 3.568505641457152
1 36 -1.2808202040097214
1 37 -2.561640408019443
1 38 -4.733096065867209
1 39 -9.466192131734418
2 -0.11494403778966422
2 3 20.045140245161456
2 4 4.587143148420615
2 5 9.17428629684123
2 6 1.3289427704348498
2 7 2.6578855408696995
2 8 -0.268420531107145
2 9 -0.53684106221429
2 10 2.0630423178777133
2 11 4.126084635755427
2 12 -0.5230998447917208
2 13 -1.0461996895834416
2 14 4.774138135377454
2 15 9.548276270754908
2 16 -3.0483746536558667
2 17 -6.096749307311733
2 18 0.8694167825113637
2 19 1.7388335650227273
2 20 -1.6108443708350533
2 21 -3.2216887416701065
2 22 0.6752274196577589
2 23 1.3504548393155178
2 24 0.1653666649184502
2 25 0.3307333298369004
2 26 1.3625007690581943
2 27 2.7250015381163886
2 28 -2.2718194757445445
2 29 -4.543638951489089
2 30 -1.446810874941289
2 31 -2.893621749882578
2 32 -0.8921264103642879
2 33 -1.7842528207285757
2 34 0.19879975409924522
2 35 0.39759950819849044
2 36 2.3665480329336046
2 37 4.733096065867209
2 38 -0.6404101020048609
2 39 -1.2808202040097219
3 9.7926820470014
3 4 9.17428629684123
3 5 18.34857259368246
3 6 2.6578855408696995
3 7 5.315771081739399
3 8 -0.53684106221429
3 9 -1.07368212442858
3 10 4.126084635755427
3 11 8.252169271510853
3 12 -1.0461996895834416
3 13 -2.092399379166883
3 14 9.548276270754908
3 15 19.096552541509816
3 16 -6.096749307311733
3 17 -12.193498614623467
3 18 1.7388335650227273
3 19 3.4776671300454547
3 20 -3.2216887416701065
3 21 -6.443377483340213
3 22 1.3504548393155178
3 23 2.7009096786310356
3 24 0.3307333298369004
3 25 0.6614666596738008
3 26 2.7250015381163886
3 27 5.450003076232777
3 28 -4.543638951489089
3 29 -9.087277902978178
3 30 -2.893621749882578
3 31 -5.787243499765156
3 32 -1.7842528207285757
3 33 -3.5685056414571514
3 34 0.39759950819849044
3 35 0.7951990163969809
3 36 4.733096065867209
3 37 9.466192131734418
3 38 -1.2808202040097219
3 39 -2.5616404080194437
4 3.4993947918627737
4 5 15.23209077178907
4 6 2.220446049250313e-16
4 7 4.440892098500626e-16
4 8 2.412090472105267
4 9 4.824180944210534
4 10 -0.5974558505177756
4 11 -1.1949117010355512
4 12 -0.2819106223451676
4 13 -0.5638212446903352
4 14 0.29129548958132423
4 15 0.5825909791626485
4 16 1.281088879607351
4 17 2.562177759214702
4 18 -0.08941865826220807
4 19 -0.17883731652441615
4 20 -1.2045991398680453
4 21 -2.4091982797360907
4 22 -0.31993051171165576
4 23 -0.6398610234233115
4 24 -1.7516184873823675
4 25 -3.503236974764735
4 26 -0.29126490050159015
4 27 -0.5825298010031803
4 28 -1.7340561768844005
4 29 -3.468112353768801
4 30 1.2667994055111216
4 31 2.533598811022243
4 32 1.6344899270971918
4 33 3.2689798541943835
4 34 -0.6804906369311281
4 35 -1.3609812738622562
4 36 2.5408002289586222
4 37 5.0816004579172445
4 38 -0.10483956043042547
4 39 -0.20967912086085094
5 14.614834969620082
