32
10000111000010001100001100110111
MMSE:10000110000110011100011000000101
0 2.2539901472608204
0 1 0.25993267413828375
0 2 0.5198653482765675
0 3 1.039730696553135
0 4 0.0
0 5 0.0
0 6 0.0
0 7 0.0
0 8 -0.19355118672969227
0 9 -0.38710237345938453
0 10 -0.7742047469187691
0 11 -1.5484094938375381
0 12 0.00598598446785642
0 13 0.01197196893571284
0 14 0.02394393787142568
0 15 0.04788787574285136
0 16 0.05190600424557009
0 17 0.10381200849114018
0 18 0.20762401698228036
0 19 0.4152480339645607
0 20 0.0020035841969829092
0 21 0.0040071683939658185
0 22 0.008014336787931637
0 23 0.016028673575863274
0 24 -0.014752044525243852
0 25 -0.029504089050487705
0 26 -0.05900817810097541
0 27 -0.11801635620195082
0 28 -0.006020014283406577
0 29 -0.012040028566813153
0 30 -0.024080057133626306
0 31 -0.04816011426725261
1 4.637946631590783
1 2 1.039730696553135
1 3 2.07946139310627
1 4 0.0
1 5 0.0
1 6 0.0
1 7 0.0
1 8 -0.38710237345938453
1 9 -0.7742047469187691
1 10 -1.5484094938375381
1 11 -3.0968189876750762
1 12 0.01197196893571284
1 13 0.02394393787142568
1 14 0.04788787574285136
1 15 0.09577575148570272
1 16 0.10381200849114018
1 17 0.20762401698228036
1 18 0.4152480339645607
1 19 0.8304960679291215
1 20 0.0040071683939658185
1 21 0.008014336787931637
1 22 0.016028673575863274
1 23 0.03205734715172655
1 24 -0.029504089050487705
1 25 -0.05900817810097541
1 26 -0.11801635620195082
1 27 -0.23603271240390164
1 28 -0.012040028566813153
1 29 -0.024080057133626306
1 30 -0.04816011426725261
1 31 -0.09632022853450523
2 9.795758611458133
2 3 4.15892278621254
2 4 0.0
2 5 0.0
2 6 0.0
2 7 0.0
2 8 -0.7742047469187691
2 9 -1.5484094938375381
2 10 -3.0968189876750762
2 11 -6.1936379753501525
2 12 0.02394393787142568
2 13 0.04788787574285136
2 14 0.09577575148570272
2 15 0.19155150297140544
2 16 0.20762401698228036
2 17 0.4152480339645607
2 18 0.8304960679291215
2 19 1.660992135858243
2 20 0.008014336787931637
2 21 0.016028673575863274
2 22 0.03205734715172655
2 23 0.0641146943034531
2 24 -0.05900817810097541
2 25 -0.11801635620195082
2 26 -0.23603271240390164
2 27 -0.4720654248078033
2 28 -0.024080057133626306
2 29 -0.04816011426725261
2 30 -0.09632022853450523
2 31 -0.19264045706901045
3 21.670978616022538
3 4 0.0
3 5 0.0
3 6 0.0
3 7 0.0
3 8 -1.5484094938375381
3 9 -3.0968189876750762
3 10 -6.1936379753501525
3 11 -12.387275950700305
3 12 0.04788787574285136
3 13 0.09577575148570272
3 14 0.19155150297140544
3 15 0.3831030059428109
3 16 0.4152480339645607
3 17 0.8304960679291215
3 18 1.660992135858243
3 19 3.321984271716486
3 20 0.016028673575863274
3 21 0.03205734715172655
3 22 0.0641146943034531
3 23 0.1282293886069062
3 24 -0.11801635620195082
3 25 -0.23603271240390164
3 26 -0.4720654248078033
