24
111111100100111011010100
MMSE:111111100100111011010100
0 0.4867118621745287
0 1 2.4201811614073385
0 2 4.840362322814677
0 3 0.0
0 4 0.0
0 5 0.0
0 6 -0.5838307338545957
0 7 -1.1676614677091914
0 8 -2.335322935418383
0 9 -0.14894267020129082
0 10 -0.29788534040258163
0 11 -0.5957706808051633
0 12 -0.076298781364683
0 13 -0.152597562729366
0 14 -0.305195125458732
0 15 -0.2928139695045606
0 16 -0.5856279390091212
0 17 -1.1712558780182425
0 18 -0.18041996238871416
0 19 -0.3608399247774283
0 20 -0.7216798495548566
0 21 0.0445502514869886
0 22 0.0891005029739772
0 23 0.1782010059479544
1 2.183514305052727
1 2 9.680724645629354
1 3 0.0
1 4 0.0
1 5 0.0
1 6 -1.1676614677091914
1 7 -2.335322935418383
1 8 -4.670645870836766
1 9 -0.29788534040258163
1 10 -0.5957706808051633
1 11 -1.1915413616103265
1 12 -0.152597562729366
1 13 -0.305195125458732
1 14 -0.610390250917464
1 15 -0.5856279390091212
1 16 -1.1712558780182425
1 17 -2.342511756036485
1 18 -0.3608399247774283
1 19 -0.7216798495548566
1 20 -1.4433596991097133
1 21 0.0891005029739772
1 22 0.1782010059479544
1 23 0.3564020118959088
2 9.20739093292013
2 3 0.0
2 4 0.0
2 5 0.0
2 6 -2.335322935418383
2 7 -4.670645870836766
2 8 -9.341291741673531
2 9 -0.5957706808051633
2 10 -1.1915413616103265
2 11 -2.383082723220653
2 12 -0.305195125458732
2 13 -0.610390250917464
2 14 -1.220780501834928
2 15 -1.1712558780182425
2 16 -2.342511756036485
2 17 -4.68502351207297
2 18 -0.7216798495548566
2 19 -1.4433596991097133
2 20 -2.8867193982194266
2 21 0.1782010059479544
2 22 0.3564020118959088
2 23 0.7128040237918176
3 -2.249857067170896
3 4 2.4201811614073385
3 5 4.840362322814677
3 6 0.1489426702012908
3 7 0.2978853404025816
3 8 0.5957706808051632
3 9 -0.5838307338545957
3 10 -1.1676614677091914
3 11 -2.335322935418383
3 12 0.2928139695045606
3 13 0.5856279390091212
3 14 1.1712558780182425
3 15 -0.07629878136468297
3 16 -0.15259756272936595
3 17 -0.3051951254587319
3 18 -0.0445502514869886
3 19 -0.0891005029739772
3 20 -0.1782010059479544
3 21 -0.1804199623887142
3 22 -0.3608399247774284
3 23 -0.7216798495548568
4 -3.2896235536381226
4 5 9.680724645629354
4 6 0.2978853404025816
4 7 0.5957706808051632
4 8 1.1915413616103263
4 9 -1.1676614677091914
4 10 -2.335322935418383
4 11 -4.670645870836766
4 12 0.5856279390091212
4 13 1.1712558780182425
4 14 2.342511756036485
4 15 -0.15259756272936595
4 16 -0.3051951254587319
4 17 -0.6103902509174638
4 18 -0.0891005029739772
4 19 -0.1782010059479544
4 20 -0.3564020118959088
